품목보고번호,허가일자,LAST_UPDT_DTM,LCNS_NO,제품명,QLITY_MNTNC_TMLMT_DAYCNT,업소명,식품유형,CHILD_CRTFC_YN,INDUTY_CD_NM,DISPOS,포장재질,USAGE,ETQTY_XPORT_PRDLST_YN,유통기한,HIENG_LNTRT_DVS_NM,PRODUCTION,PRPOS
1996037801336 ,20240607,20240929,19960378013 ,배도라지즙,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,"액상으로 고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",내면-폴리에틸렌,직접 음용,O,제조일로부터 1년,해당없음,아니오,
1996037801337 ,20240607,20240611,19960378013 ,도라지배즙,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,"액상으로 고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",내면-폴리프로필렌,직접 음용,O,제조일로부터 1년,해당없음,아니오,
1996037801350 ,20240607,20241109,19960378013 ,도라지배즙,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,"액상으로 고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",내면-폴리에틸렌,직접 음용,O,제조일로부터 1년까지,해당없음,아니오,
1999049502519 ,20240605,20240608,19990495025 ,참 진한 토마토 주스,12개월,마이산약초협동조합,과.채주스,,식품제조가공업,"이미, 이취가 없는 액체식품",폴리에스터+알루미늄+폴리에틸렌(PE)파우치,음료용,O,12개월,해당없음,아니오,
19910512116207 ,20240604,20241024,19910512116 ,ABP 주스,-,(주)가보팜스,과.채주스,,식품제조가공업,"고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.","폴리에틸렌, 폴리프로필렌",그대로 음용,O,제조일로부터 1년 6개월,해당없음,아니오,
19780614001475 ,20240603,20260226,19780614001 ,펩시제로슈거파인애플향,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,금속캔(CAN),제품 그대로 음용한다.,N,제조일로부터 12개월,아니오,아니오,
19780614001474 ,20240603,20260226,19780614001 ,펩시제로슈거라임향제로카페인,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다,N,"캔: 제조일로부터 12개월, 펫: 제조일로부터 9개월",아니오,아니오,
19880607021419 ,20240603,20240614,19880607021 ,착즙 100% 유기농 레몬즙 레몬수,,(주)케이지앤에프,과.채주스,,식품제조가공업,이미가 없고 특유의 향이 있는 노란색의 액상,폴리에틸렌(PE),"1일 1회~3회, 1회 1포를 원액 그대로 또는 물에 희석하여 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
19910512116206 ,20240603,20240608,19910512116 ,999사과주스,-,(주)가보팜스,과.채주스,,식품제조가공업,"고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.","폴리에틸렌, 폴리프로필렌",그대로 음용,O,제조일로부터 1년 6개월,해당없음,아니오,
1996037801334 ,20240603,20240929,19960378013 ,올리원 사과당근배즙,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,"액상으로 고유의 색과 향, 맛을 가지고 이미,이취가 없어야 한다.",내면-폴리에틸렌,식용,O,제조일로부터 1년,해당없음,아니오,
1996037801335 ,20240603,20240929,19960378013 ,올리원 순수배즙,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,"액상으로 고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",내면-폴리에틸렌,직접 음용,O,제조일로부터 1년,해당없음,아니오,
1996037801333 ,20240603,20240604,19960378013 ,올리원 ABC JUICE,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,"고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.","내면 - 폴리에틸렌, 외면 - 나일론, 알루미늄,폴레에스터",식용,O,제조일로부터 1년,해당없음,아니오,
19880607021417 ,20240531,20260205,19880607021 ,리얼 유기농 레몬즙 100,,(주)케이지앤에프,과.채주스,,식품제조가공업,이미가 없고 특유의 향이 있는 노란색의 액상,PE(폴리에틸렌),"1일 1회, 1회 1포 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
20000614238567 ,20240531,20240601,20000614238 ,CCA 주스 100,,(주)바이오포트코리아,과.채주스,,식품제조가공업,"고유의 색을 가지며 이미, 이취가 없어야한다.","용기-유리, 뚜껑-염화비닐수지",개봉하여 바로 섭취,O,제조일로부터 12개월,해당없음,아니오,
19960443047120 ,20240502,20250909,19960443047 ,야채사랑 당근비트,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 45일,해당없음,아니오,
197304430031570 ,20240430,20241205,19730443003 ,수박 베이스,제조일로부터 24개월,(주)삼광식품,음료베이스,,식품제조가공업,제품 고유색의 액상,"용기 : 유리, 뚜껑내면 : 폴리염화비닐",희석하여 음용,N,제조일로부터 24개월,아니오,아니오,
20010515081567 ,20240422,20240710,20010515081 ,따옴ORGANIC 적포도 & 청포도 & 당근 & 보라당근,,(주)자연과사람들,과.채주스,,식품제조가공업,"액상 - 고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",종이팩 (내면:폴리에틸렌수지),직접 음용,N,제조일로부터 8개월,해당없음,아니오,
19960443047124 ,20240419,20251122,19960443047 ,하루야채BB,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 20일,해당없음,아니오,
19960443047123 ,20240419,20240914,19960443047 ,하루야채 라이트,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 20일,해당없음,아니오,
19880607021408 ,20240401,20240403,19880607021 ,유기농 데일리 레몬즙X14,,(주)케이지앤에프,과.채주스,,식품제조가공업,이미가 없고 특유의 향이 있는 노란색의 액상,PE(폴리에틸렌),"1일 1회, 1회 1포 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
20000614238565 ,20240401,20250408,20000614238 ,CCA 주스,,(주)바이오포트코리아,과.채주스,,식품제조가공업,"고유의 색을 가지며 이미, 이취가 없어야한다.",폴리프로필렌,개봉하여 바로 섭취,O,제조일로부터 12개월,해당없음,아니오,
19740344001319 ,20240325,20240328,19740344001 ,TR 원제 제3B부,해당사항 없음,한국 코카콜라 유한회사,음료베이스,,식품제조가공업,오렌지색의 점조성 액체,고밀도폴리에틸렌 용기(HDPE container),특정 음료류의 제조시 해당 음료류의 원재료로만 사용,N,12개월,해당없음,아니오,
19760263004148 ,20240325,20240713,19760263004 ,그린덴마크 콜라겐부스터,,(주)동원F&B수원공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",(내면) 폴리에틸렌,직접 음용한다.,N,제조일로부터 8개월,해당없음,아니오,
19760263004147 ,20240322,20240528,19760263004 ,그린덴마크 프로틴,,(주)동원F&B수원공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",(내면) 폴리에틸렌,직접 음용한다.,N,제조일로부터 8개월,해당없음,아니오,
200201832821207 ,20240320,20240323,20020183282 ,따옴 자몽,,(주)푸드웰,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고 이미, 이취 및 이물이 없어야 한다.","뚜껑(HDPE) / 용기(PET) - 235mL, 730mL, 용기(PE) - 2.3L",직접 식음용,N,제조일로부터 28일,해당없음,아니오,
19710570001634 ,20240313,20240619,19710570001 ,농협식혜,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취,이물이 없을것","캔류(철,알루미늄)",제품 그대로 음용한다,N,제조일로부터 24개월,해당없음,아니오,
20020623009852 ,20240206,20240207,20020623009 ,퓨어플러스 유기농 오늘은 사과주스,,퓨어플러스(주),과.채주스,,식품제조가공업,액체,유리병,직접음용,N,제조일로부터 12개월,해당없음,아니오,
19730380010545 ,20240202,20240227,19730380010 ,진웰스 석류홍삼콜라겐스틱,,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 색택과 향미를 가지며 이미？이취가 없는 붉은색의 액상,"내포장(폴리에틸렌), 외포장(지함)","1일 1회, 1회 1포 (10 g)를 섭취하십시오.",O,2년,해당없음,아니오,
19780614001470 ,20240129,20240322,19780614001 ,밀키스제로딸기&바나나,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다,O,"캔: 제조일로부터 12개월, 펫: 제조일로부터 9개월",아니오,아니오,
200201832821177 ,20240118,20251224,20020183282 ,썬업 파인애플,,(주)푸드웰,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로 이미, 이취가 없어야 한다.","용기-PET, 리드-OTHER, 뚜껑-PE, 라벨-PS",직접 식음용,O,제조일로부터 56일,해당없음,아니오,
19760263004136 ,20240112,20250805,19760263004 ,쿨피스에이드 복숭아,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다,N,제조일로부터 6개월,해당없음,아니오,
19760263004137 ,20240112,20250805,19760263004 ,쿨피스에이드 자두,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다,N,제조일로부터 6개월,해당없음,아니오,
2002055419824 ,20240102,20240104,20020554198 ,진짜 100% 사과즙,,풍기고려삼농업회사법인(주),과.채주스,,식품제조가공업,고유의 맛과 색이 있으며 이미 이취가 없음,폴리에틸렌,1일 2~3회 직접 음용,O,제조일로부터 2년,해당없음,아니오,
198506140553474 ,20231218,20231220,19850614055 ,제주당근주스,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미,이취가 없고 당근 특유의 향취를 가지는 주황색의 액상","PET 포장 - 포장재질(내면):             용기-폴리에틸렌테레프탈레이트(PET), 뚜껑-폴리프로필렌(PP)",음료로 직접 음용,O,제조일로부터 18개월까지,해당없음,아니오,
198506140553466 ,20231130,20240110,19850614055 ,모로오렌지,,(주)엠에스씨,과.채주스,,식품제조가공업,"고유의 색상을 가지며 이미, 이취가 없는 액상","PET 포장 - 포장재질(내면):            용기-폴리에틸렌테레프탈레이트(PET), 뚜껑-폴리프로필렌(PP)",음료로 직접 음용,O,제조일로부터 12개월까지,해당없음,아니오,
19780614001468 ,20231012,20240528,19780614001 ,트레비토닉워터오리지널,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다.,O,"캔: 제조일로부터 12개월, 펫: 제조일로부터 9개월",아니오,아니오,
200206230091046 ,20231010,20231027,20020623009 ,과일촌 아침에 포도블루베리,,퓨어플러스(주),과.채주스,,식품제조가공업,"제품고유의 색택과 향미를 가진 액상으로 이미, 이취가 없어야한다.",유리병,직접음용,N,제조일로부터 12개월,해당없음,아니오,
2002055419823 ,20231006,20231007,20020554198 ,엄마의 사과즙,,풍기고려삼농업회사법인(주),과.채주스,,식품제조가공업,고유의 맛과 색이 있으며 이미 이취가 없음,폴리에틸렌,1일 2~3회 직접 음용,O,제조일로부터 2년,해당없음,아니오,
19980449002714 ,20231005,20231007,19980449002 ,과일촌 아침에 포도블루베리,,해태에이치티비주식회사,과.채주스,,식품제조가공업,과즙이 함유된  보라색의 용액,유리병 / 합성수지제,직접음용,N,제조일로부터  12개월까지,해당없음,아니오,
200206230091036 ,20230912,20231005,20020623009 ,뚜레쥬르가 만든 오렌지주스,,퓨어플러스(주),과.채주스,,식품제조가공업,액체,유리병/ 병마개(내면 pvc),직접음용,N,제조일로부터 1년,해당없음,아니오,
20000467023230 ,20230908,20230909,20000467023 ,NFC 하와이안 노니주스,,농업회사법인(주)참한삼,과.채주스,,식품제조가공업,암갈색의 액상형태로 원료 고유의 맛과 향을 유지하며 이미이취가 없어야 한다.,"유리병 , 캡: pe, pp","일반 판매용
1일 2~3회 30ml 를 직접 취식하거나 음용수에 희석하여 음용한다.",N,24개월,해당없음,아니오,
19760263004134 ,20230906,20250731,19760263004 ,Denmark 테이크얼라이브 블러드오렌지,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다,N,제조일로부터 6개월,아니오,아니오,
19760263004133 ,20230906,20250730,19760263004 ,Denmark 테이크얼라이브 망고,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다,N,제조일로부터 6개월,아니오,아니오,
19760263004135 ,20230906,20250902,19760263004 ,Denmark 테이크얼라이브 머스캣청포도,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다,N,제조일로부터 6개월,아니오,아니오,
19760263004132 ,20230906,20251029,19760263004 ,Denmark 테이크얼라이브 스위티자몽,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다.,N,제조일로부터 6개월,아니오,아니오,
19730380010543 ,20230830,20230831,19730380010 ,침향홍삼메가스틱,,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 색택과 향미를 가지며 이미？ 이취가 없는 암갈색의 액상,"내포장(폴리에틸렌), 외포장(지함)","1일 1회, 1회 1포 (17 g)를 섭취하십시오",O,제조일로부터 2년,해당없음,아니오,
19760263004131 ,20230829,20230831,19760263004 ,오렌지에이드,,(주)동원F&B수원공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.","폴리프로필렌(용기), 폴리에틸렌(리드내면)",직접 음용한다.,N,제조일로부터 5개월,해당없음,아니오,
197304430031513 ,20230822,20240808,19730443003 ,스타벅스 유자베이스,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,점성이 있는 액체,"용기 : 유리병, 캡 : 폴리염화비닐, 철",희석하여 음용,O,제조일로부터 12개월,아니오,아니오,
19950622022176 ,20230817,20230822,19950622022 ,햇살담은 순수 100% 샤인머스캣,,농업회사법인 동의바이오 주식회사,과.채주스,,식품제조가공업,액체,pe,기호에 따라 1일 1~2봉 드시면 좋습니다,O,제조일로부터 2년,해당없음,아니오,
20000360372363 ,20230810,20230819,20000360372 ,델몬트콜드비타민플러스오렌지100,,롯데칠성음료(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"캡- HDPE, 용기 - PET",제품 그대로 음용한다.,O,제조일로부터 5개월,해당없음,아니오,
19780614001467 ,20230807,20230808,19780614001 ,탐스제로사과키위향,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,합성수지재(PET),제품 그대로 음용한다.,N,펫: 제조일로부터 9개월,아니오,아니오,
19780614001465 ,20230804,20230808,19780614001 ,탐스제로레몬향,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,합성수지재(PET),제품 그대로 음용한다.,N,펫: 제조일로부터 9개월,아니오,아니오,
19780614001466 ,20230804,20230808,19780614001 ,칠성사이다제로그린플럼,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다,N,"캔: 제조일로부터 12개월, 펫: 제조일로부터 9개월",아니오,아니오,
1973028800647 ,20230731,20250403,19730288006 ,오라떼 딸기,,동아오츠카(주),혼합음료,Y,식품제조가공업,딸기향의 옅은 흰색혼탁액,알루미늄캔,개봉 후 직접 음용한다.,O,15개월,해당없음,아니오,
19730380010544 ,20230727,20230728,19730380010 ,녹용홍삼플러스,,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 색택과 향미를 가지며 이미？ 이취가 없는 암갈색의 액상,"내포장(폴리에틸렌, 폴리프로필렌), 외포장(지함)","1일 1회, 1회 1포 (70 mL)를 잘 흔들어 섭취하십시오",O,24개월,해당없음,아니오,
19730380010542 ,20230712,20230719,19730380010 ,진웰스 홍삼녹용 眞,24개월,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 흑갈색의 액상",내포장재질: PP,"홍삼음료로서 1일 2회, 1회 1포 섭취",O,24개월,해당없음,아니오,
19730380010541 ,20230712,20230719,19730380010 ,진웰스 홍삼침향 프리미엄,24개월,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 흑갈색의 액상",내포장재질: PP,"홍삼음료로서 1일 2회, 1회 1포 섭취",O,24개월,해당없음,아니오,
1996037801340 ,20230629,20230701,19960378013 ,자연과 함께 유기농 양파즙,,농업회사법인미디안농산주식회사,과.채주스,,식품제조가공업,갈색액체,내면 -  폴리에틸렌,직접음용,O,제조일로부터 1년,해당없음,아니오,
1988062201218 ,20230626,20231030,19880622012 ,지리산참서리돌배즙,해당없음,참들애바이오푸드 영농조합법인,과.채주스,,식품제조가공업,"고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",폴리에틸렌,기호에 따라 그데로 음용하거나 물에 희석하여 음용,O,제조일로부터24개월,해당없음,아니오,
1980049800252 ,20230613,20240117,19800498002 ,잇츠 프레쉬업 사과,,(주)푸르밀,과.채주스,,식품제조가공업,"고유의 향미와 색택을 지닌 액상으로 이미,이취가 없어야한다.",포장 재질 : PE 용기,일반소비자음용,N,제조일로 부터 30일,해당없음,아니오,
1980049800253 ,20230613,20240117,19800498002 ,잇츠 프레쉬업 제주 한라봉 감귤,,(주)푸르밀,과.채주스,,식품제조가공업,"고유의 향미와 색택을 지닌 액상으로 이미,이취가 없어야한다.",포장 재질 : PE 용기,일반소비자음용,N,제조일로 부터 30일,해당없음,아니오,
198804420041834 ,20230517,20230612,19880442004 ,ABC플러스D,,풀무원건강생활(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 가진 액상으로 이미 이취가 없어야 한다.,폴리에틸렌(PE),"1일 1~2회, 1회 1포 섭취",O,제조일로부터 12개월,해당없음,아니오,
19780614001461 ,20230509,20250426,19780614001 ,탐스쥬시오렌지시럽,,롯데칠성음료(주),음료베이스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"합성수지재(겉면: Nylon, 내면,Cap: PE)",시럽과 탄산수를 부피비 1:3.5로 희석하여 음용,N,제조일로부터 6개월,예,아니오,
19780614001462 ,20230509,20250426,19780614001 ,탐스제로파인애플시럽,,롯데칠성음료(주),음료베이스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"합성수지재(겉면: Nylon, 내면,Cap: PE)",시럽과 탄산수를 부피비 1:3.5로 희석하여 음용,N,제조일로부터 6개월,해당없음,아니오,
19710570001630 ,20230426,20230428,19710570001 ,발효홍삼K,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의색택과 향미를 가지고 이미,이취이물이 없어야한다.","캔류(철,알루미늄)",제품 그대로 음용한다,N,제조일로부터 24개월,해당없음,아니오,
19780368002637 ,20230425,20231119,19780368002 ,델몬트오렌지,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"유리병, 합성수지재(PET)",제품 그대로 음용한다,N,"병,펫 - 제조일로부터 9개월",아니오,아니오,
19960443047114 ,20230420,20250320,19960443047 ,하루야채 퍼플,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 20일,해당없음,아니오,
19960443047115 ,20230420,20250320,19960443047 ,하루야채 옐로우,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 20일,해당없음,아니오,
19960443047113 ,20230420,20250320,19960443047 ,하루야채 오리지널,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 20일,해당없음,아니오,
19780368002635 ,20230418,20240831,19780368002 ,유기농오렌지&망고&당근,,롯데칠성음료(주),과.채주스,Y,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제품 그대로 음용한다.,N,제조일로부터 6개월,해당없음,아니오,
19780368002634 ,20230418,20240831,19780368002 ,유기농레드비트&토마토&딸기,,롯데칠성음료(주),과.채주스,Y,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제픔 그대로 음용한다.,N,제조일로부터 6개월,해당없음,아니오,
197304430031484 ,20230413,20230520,19730443003 ,레몬 베이스,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,점성이 있는 액체,"용기 : PP ,  캡 : PP ,  캡 내부 발포시트 : PET , 이너씰 : PP",희석하여 음용,N,제조일로부터 12개월,아니오,아니오,
197304430031486 ,20230413,20230520,19730443003 ,자몽허니블랙티 베이스,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,점성이 있는 액체,"용기 : PP ,  캡 : PP ,  캡 내부 발포시트 : PET , 이너씰 : PP",희석하여 음용,N,제조일로부터 12개월,아니오,아니오,
197304430031485 ,20230413,20251108,19730443003 ,바닐라빈 크림 베이스,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,점성이 있는 액체,"용기 - 폴리에틸렌, 캡 - 폴리에틸렌",희석하여 음용,O,제조일로부터 12개월,아니오,아니오,
19780614001458 ,20230413,20241030,19780614001 ,칠성사이다제로블루라임,,롯데칠성음료(주),탄산음료,,식품제조가공업,"이미, 이취가 없는 액상식품","금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다.,O,"캔: 제조일로부터 12개월, 펫: 제조일로부터 9개월",아니오,아니오,
200201832821133 ,20230411,20230429,20020183282 ,파스퇴르 매일 쑥쑥 주스,,(주)푸드웰,과.채주스,,식품제조가공업,고유의 색택과 향미를 가진 액상으로 이미/이취가 없다.,폴리에틸렌,직접 식음용,O,제조일부터 12개월,해당없음,아니오,
200201832821134 ,20230411,20230429,20020183282 ,파스퇴르 무적 튼튼 주스,,(주)푸드웰,과.채주스,Y,식품제조가공업,고유의 색택과 향미를 가진 액상으로 이미/이취가 없다.,폴리에틸렌,직접 식음용,O,제조일부터 12개월,해당없음,아니오,
19780368002629 ,20230407,20240831,19780368002 ,야채듬뿍더진한Red,,롯데칠성음료(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,종이팩,제품 그대로 음용한다,N,제조일로부터 9개월,해당없음,아니오,
19780368002630 ,20230407,20240831,19780368002 ,야채듬뿍더진한Purple,해당없음.,롯데칠성음료(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,종이팩,제품 그대로 음용한다,N,제조일로부터 9개월,해당없음,아니오,
197304430031472 ,20230327,20230328,19730443003 ,진짜 납작복숭아 베이스,제조일로부터 24개월,(주)삼광식품,음료베이스,,식품제조가공업,제품 고유색의 액상,"용기 : 유리, 뚜껑 내면 : 폴리염화비닐(PVC)",냉.온수 등 에 적당량을 넣어 음용,N,제조일로부터 24개월,아니오,아니오,
197304430031471 ,20230327,20230328,19730443003 ,진짜 패션후르츠 베이스,제조일로부터 24개월,(주)삼광식품,음료베이스,,식품제조가공업,제품 고유색의 액상,"용기 : 유리, 뚜껑내면 : 폴리염화비닐(PVC)",냉.온수 등 에 적당량을 넣어 음용,N,제조일로부터 24개월,아니오,아니오,
198506140553393 ,20230315,20230413,19850614055 ,아이꼬야 제주당근주스,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미, 이취가 없는 주황색의 액상 음료","치어팩 포장 - 내부포장재질(용기, 뚜껑): 폴리에틸렌            - 외부포장재질: 종이제",음료로 직접 음용한다.,O,제조일로부터 12개월까지,해당없음,아니오,
198506140553394 ,20230315,20230413,19850614055 ,아이꼬야 제주감귤주스,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미, 이취가 없는 옅은 노란색의 액상 음료","치어팩 포장 - 내부포장재질(용기, 뚜껑): 폴리에틸렌            - 외부포장재질: 종이제",음료로 직접 음용한다.,O,제조일로부터 12개월까지,해당없음,아니오,
19780368002628 ,20230308,20230711,19780368002 ,콜드제주감귤,,롯데칠성음료(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,종이,제품 그대로 음용한다,N,제조일로부터 6개월,해당없음,아니오,
19730380010529 ,20230307,20230610,19730380010 ,에너핏21Beta,,(주)일화춘천공장,혼합음료,,식품제조가공업,고유의 향미가 있고 이미 이취가 없는 액상,PE,"1일 1회, 1회 1포 섭취",O,제조일부터         2 년,해당없음,아니오,
19760263004127 ,20230228,20231019,19760263004 ,쁘띠쿨 파인,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,직접 음용한다,N,제조일로부터 16일,해당없음,아니오,
19780614001457 ,20230227,20230228,19780614001 ,핫식스제로,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속 CAN (알루미늄,스틸)",제품 그대로 음용한다,O,제조일로부터 12개월,아니오,아니오,
19780368002627 ,20230222,20230303,19780368002 ,핫식스제로,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,금속캔(CAN),제품 그대로 음용한다.,N,제조일로부터 12개월,아니오,아니오,
2002046722698 ,20230220,20240604,20020467226 ,유기농호박즙,,금산홍삼랜드,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고, 이미·이취가 없어야 한다.",① 내포장 : 폴리프로필렌 ② 외포장 : 종이,"1일 1~3회, 1회 1포씩 드십시오",O,제조일로부터 24개월,해당없음,아니오,
19730380010538 ,20230216,20230610,19730380010 ,참다한 홍삼정 프리미엄스틱,,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 색택과 향미를 가지며 이미와 이취가 없는 액상,PE,"1일 1회, 1회 1포 섭취",O,제조일부터         2 년,해당없음,아니오,
19730380010535 ,20230214,20230610,19730380010 ,참다한 프리미엄,해당없음.,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 향미가 있고 이미 이취가 없는 갈색의 액상,PP,"1일 1~2회, 1회 1포 섭취",O,제조일부터         2 년,해당없음,아니오,
19730380010531 ,20230214,20230610,19730380010 ,참다한 골드,해당없음.,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 향미가 있고 이미 이취가 없는 갈색의 액상,PP,"1일 1~2회, 1회 1포 섭취",O,제조일부터         2 년,해당없음,아니오,
19730380010533 ,20230214,20230610,19730380010 ,참다한 클래식,해당없음.,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,고유의 향미가 있고 이미 이취가 없는 갈색의 액상,PP,"1일 1회, 1회 1포 섭취",O,제조일부터         2 년,해당없음,아니오,
