품목보고번호,허가일자,LAST_UPDT_DTM,LCNS_NO,제품명,QLITY_MNTNC_TMLMT_DAYCNT,업소명,식품유형,CHILD_CRTFC_YN,INDUTY_CD_NM,DISPOS,포장재질,USAGE,ETQTY_XPORT_PRDLST_YN,유통기한,HIENG_LNTRT_DVS_NM,PRODUCTION,PRPOS
19900372087942 ,20260313,20260318,19900372087 ,헬시포뮬러,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미와 색택을 가지며, 이미, 이취가 없는 액상",PE 또는 PP,"소비자에게 직접 판매하지 않으며, 식품 제조시 원료로 사용",O,제조일로부터 24개월,해당없음,아니오,
19780368002664 ,20260311,20260312,19780368002 ,롯데히야제로사과,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제품 그대로 음용한다,N,제조일로부터 9개월,아니오,아니오,
196903640042266 ,20260310,20260314,19690364004 ,트로피칼베이스,,한국에스비식품(주),음료베이스,,식품제조가공업,"고유의 색상과 향미를 가지고 이물,이미,이취가 없어야 한다.",폴리에틸렌(내면),음료 제조용,N,냉장 12개월,해당없음,아니오,
19900372087937 ,20260227,20260310,19900372087 ,유기농 착즙 100% 프리미엄 블루베리,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 청자색 액상",폴리에틸렌(PE) 또는 폴리프로필렌(PP),"1일 1회, 1회 1~3포를 원액 그대로 섭취하거나 기호에 따라 물에 희석하여 드십시오.",O,제조일로부터 24개월,해당없음,아니오,
19780614001492 ,20260224,20260310,19780614001 ,칠성사이다제로유자,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다,O,"캔 : 제조일로부터 12개월, 펫 : 제조일로부터 9개월",아니오,아니오,
19970378043951 ,20260223,20260226,19970378043 ,블루베리퓨레,,케이지랩(주),과.채주스,,식품제조가공업,"고유의 색채와 향미를 가지는 액상으로 이미, 이취가 없다.",PE,1일 1회 1포를 원액 그대로 섭취하시거나 물에 희석하여 섭취하십시오.,O,제조일로부터 24개월까지,해당없음,아니오,
19760263004180 ,20260220,20260221,19760263004 ,쁘띠쿨 복숭아,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,직접 음용한다.,N,제조일로부터 16일,해당없음,아니오,
19810227007608 ,20260213,20260318,19810227007 ,매일야채 고농축 호박의 힘,,매일유업(주)광주공장,과.채주스,,식품제조가공업,"노란색의 불투명한 액상, 제품은 고유의 색택을 가지고 이미.이취가 없어야 한다.",테트라팩(폴리에틸렌),그대로 직접 음용 한다.,O,제조일로부터 6개월 실온보관,해당없음,아니오,
19970443044470 ,20260213,20260320,19970443044 ,오리아나야생블루베리,,(주)다정,과.채주스,,식품제조가공업,고유의 향미가 있고 이미·이취가 없는 보라색의 액상,"폴리프로필렌(PP), 폴리에틸린(PE)","1일 1~2회, 1회 1포씩 섭취하시기 바랍니다.",O,제조일로부터 24개월,해당없음,아니오,
19990555093467 ,20260213,20260304,19990555093 ,톡스올로지 클렌즈 ABC Mini,,농업회사법인(주)이비채,과.채주스,,식품제조가공업,"고유의 색과 향을 가지고 이미, 이취, 이물이 없는 과.채주스","포장재질 : 용기 ？ PET, 뚜껑 ？ PP, 박스 - 종이",음료로 직접 음용,O,제조일로부터 24개월,해당없음,아니오,
200104450021042 ,20260211,20260226,20010445002 ,하스캅 NFC 100 (HASKAP NFC 100),,엠에스바이오텍(주),과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 액상","폴리에틸렌(PE), 폴리프로필렌(PP)",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
19970378043946 ,20260210,20260212,19970378043 ,블루베리퓨레100,,케이지랩(주),과.채주스,,식품제조가공업,"고유의 색채와 향미를 가지는 액상으로 이미, 이취가 없다.",PE,1일 1회 1포를 원액 그대로 섭취하시거나 물에 희석하여 섭취하십시오.,O,제조일로부터 24개월까지,해당없음,아니오,
200104450021040 ,20260203,20260217,20010445002 ,락티브 100% NFC 블루베리즙,,엠에스바이오텍(주),과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 액상","폴리에틸렌(PE), 폴리프로필렌(PP)",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
20010515081658 ,20260128,20260203,20010515081 ,케어웰 고칼슘 시니어 과채주스,,(주)자연과사람들,과.채주스,,식품제조가공업,"액상 - 고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.",종이팩 (내면:폴리에틸렌수지),직접 음용,N,제조일로부터 12개월(실온),해당없음,아니오,
19710570001642 ,20260126,20260127,19710570001 ,세븐베리아이,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취,이물이 없을것","캔류(철,알루미늄)",제품그대로 음용한다,N,24개월,해당없음,아니오,
20020383603429 ,20260126,20260128,20020383603 ,올리브 레몬샷,해당사항 없음,(주)팜텍코리아,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지며, 이미, 이취가 없어야 한다","PE, PP 등","1일 1회, 1회 1병을 섭취하십시오.",O,제조일로부터 18개월,해당없음,아니오,
19880607021500 ,20260123,20260127,19880607021 ,유기농 블루베리,,(주)케이지앤에프,과.채주스,,식품제조가공업,고유의 향미가 있고 이미·이취가 없는 탁한 자주색의 액상,PE(폴리에틸렌),"1일 1~3회, 1회 1포를 원액 그대로 섭취하거나 기호에 따라 물에 희석하여 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
19780614001491 ,20260116,20260226,19780614001 ,펩시제로슈거피치향,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다,O,"캔 : 제조일로부터 12개월, 펫 : 제조일로부터 9개월",아니오,아니오,
20020383603322 ,20260116,20260131,20020383603 ,GIS3Zone 올리브 레몬샷,해당사항 없음,(주)팜텍코리아,과.채주스,,식품제조가공업,"[액상]고유의 색택과 향미를 가지며, 이미,이취가 없어야 한다.[올리브유연질캡슐]고유의 향미가 있고, 이미,이취가 없는 투명한 타원형 연질캡슐","용기(PP), 홀컵(PP), 스크류캡(HDPE), 리드지(OTHER)","1일 1회, 1회 1병을 섭취하십시오.",O,제조일로부터 18개월,해당없음,아니오,
19760263004179 ,20260114,20260120,19760263004 ,쿨피스 바나나,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없음",내면 : 폴리에틸렌,직접 음용한다,N,제조일로부터 16일,해당없음,아니오,
200104450021031 ,20260113,20260211,20010445002 ,유기농 100% 착즙 블루베리 스틱,,엠에스바이오텍(주),과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 액상","폴리에틸렌(PE), 폴리프로필렌(PP)",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
196903640042257 ,20260112,20260220,19690364004 ,베이스-SB,,한국에스비식품(주),음료베이스,,식품제조가공업,"고유의 색상과 향미를 가지고 이물,이미,이취가 없어야 한다.",PE(내면),1)먹는 물 등과 혼합하여 음용한다.,O,제조일로부터 12개월,해당없음,아니오,
196903640041818 ,20260109,20260201,19690364004 ,SB애플,,한국에스비식품(주),과.채음료,,식품제조가공업,"고유의 색상과 향미를 가지고 이물,이미,이취가 없어야 한다.",PE(내면),"(1)용도 : 음료 첨가용
(2)용법 : 일정 양을 투입하여 희석하여 사용한다",O,제조일로부터 12개월,해당없음,아니오,
19970443044467 ,20260109,20260114,19970443044 ,그랑베리,,(주)다정,과.채주스,,식품제조가공업,고유의 향미가 있고 이미·이취가 없는 보라색의 액상,"폴리프로필렌(PP), 폴리에틸렌(PE)","1일 1~2회, 1회 1포를 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
19780614001490 ,20260108,20260109,19780614001 ,칠성사이다제로라임,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,"금속캔(CAN), 합성수지재(PET)",제품 그대로 음용한다,O,"캔 : 제조일로부터 12개월, 펫 : 제조일로부터 9개월",아니오,아니오,
19930461022412 ,20260108,20260113,19930461022 ,이롬 베베 프룬 사과 주스,,연세대학교 연세유업,과.채주스,,식품제조가공업,갈색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 8개월,해당없음,아니오,
19930461022413 ,20260108,20260113,19930461022 ,이롬 베베 배 도라지 주스,,연세대학교 연세유업,과.채주스,,식품제조가공업,갈색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 8개월,해당없음,아니오,
19710570001641 ,20260107,20260207,19710570001 ,브레인160,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취,이물이 없을것","캔류(철,알루미늄)",제품그대로 음용한다,N,제조일로부터 24개월,해당없음,아니오,
19880607021494 ,20251219,20251227,19880607021 ,리얼 유기농 블루베리착즙 100,,(주)케이지앤에프,과.채주스,,식품제조가공업,고유의 향미가 있고 이미·이취가 없는 탁한 자주색의 액상,PE(폴리에틸렌),"1일 1~3회, 1회 1포 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
19780614001489 ,20251218,20251219,19780614001 ,델몬트스퀴즈포도에이드,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,금속캔(CAN),제품 그대로 음용한다,O,제조일로부터 12개월,아니오,아니오,
19780614001488 ,20251218,20251219,19780614001 ,델몬트스퀴즈사과에이드,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,금속캔(CAN),제품 그대로 음용한다,O,제조일로부터 12개월,아니오,아니오,
19930461022397 ,20251217,20251219,19930461022 ,연세 아이처음주스 프룬사과,,연세대학교 연세유업,과.채주스,,식품제조가공업,갈색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 8개월,해당없음,아니오,
2002055419833 ,20251124,20251127,20020554198 ,꼭지농원 사과주스,,풍기고려삼농업회사법인(주),과.채주스,,식품제조가공업,고유한 성상을 가지고 이미 이취가 없음,폴리에틸렌,"1일 1~3회, 직접섭취",O,제조일로부터 2년까지,해당없음,아니오,
1996044102156 ,20251121,20251122,19960441021 ,옥잠화 생강즙,,옥잠화영농조합법인,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌  액체이며 이미, 이취가 없어야 한다.",유리,적당량의 물  또는  음료로 희석하여 차나 음료로 드시거나 조리용으로 사용한다.,O,제조일로 부터 1년까지,해당없음,아니오,
1991061213851 ,20251113,20251115,19910612138 ,필플러스뉴트리션유자이뮨샷,,거제농산물수출영농조합법인,과.채주스,,식품제조가공업,진한 황갈색의 액상으로 유자고유의 향미를 지니며 울금과 어우러진 맛,유리병 캡(내면 PE),진한 황갈색의 액상으로 1회 35ml씩 10회분량으로 유자의 고유성분과 울금의 맛과 어우러진 진한 맛,O,제조일부터 2년까지,해당없음,아니오,
199903641582308 ,20251111,20260201,19990364158 ,국산 유기농 토마토즙,,(주)진성에프엠,과.채주스,,식품제조가공업,"원물 고유의 색택과 향미를 가지며 이미, 이취, 이물이 없어야 한다",폴리프로필렌(PP),흔들어서 음용한다.,O,제조일로부터 12개월,해당없음,아니오,
19930461022385 ,20251107,20260115,19930461022 ,연세 아이처음주스 배도라지,,연세대학교 연세유업,과.채주스,,식품제조가공업,갈색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 9개월,해당없음,아니오,
20020383603799 ,20251030,20251220,20020383603 ,올리브트리 더블코어샷,해당사항 없음,(주)팜텍코리아,과.채주스,,식품제조가공업,"[액상]고유의 색택과 향미를 가지며, 이미,이취가 없어야 한다.[올리브유연질캡슐]고유의 향미가 있고, 이미,이취가 없는 투명한 타원형 연질캡슐","용기(PP), 홀컵(PP), 스크류캡(HDPE), 리드지(OTHER)","1일 1회, 1회 1병을 섭취하십시오.",O,제조일로부터 18개월,해당없음,아니오,
198904450141071 ,20251028,20260123,19890445014 ,제주 감귤착즙주스,,태웅식품(주),과.채주스,,식품제조가공업,"제품고유의 맛과 성상을 가지며, 이미,이취, 이물이 없을 것","PE,PP,PET 합성수지류",기호에 맞게 적당량을 음용한다.,O,12개월,해당없음,아니오,
20020383603499 ,20251023,20251113,20020383603 ,더블코어샷,해당사항 없음,(주)팜텍코리아,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지며, 이미, 이취가 없어야 한다","용기(PP), 내캡(HDPE), 외캡홀컵(PP), 외캡홀컵캡(HDPE)","1일 1회, 1회 1병을 섭취하십시오.",O,제조일로부터 18개월,해당없음,아니오,
200104450021001 ,20251021,20251108,20010445002 ,오늘 유기농 레몬생강즙 레몬진저샷 NFC 착즙 100%,,엠에스바이오텍(주),과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 액상","폴리에틸렌(PE), 폴리프로필렌(PP), 알루미늄 밀봉지",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
20020383603689 ,20250930,20251015,20020383603 ,레몬샷,제조일부터 해당사항 없음,(주)팜텍코리아,과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 연한 노랑 혹은 흐린 노랑색의 액상","용기(PP), 내캡(HDPE), 외캡홀컵(PP), 외캡홀컵캡(HDPE)","1일 1회, 1회 1병을 섭취하십시오.",O,제조일로부터 18개월,해당없음,아니오,
19990555093461 ,20250922,20250924,19990555093 ,그린올로지 샐러드 48시간,,농업회사법인(주)이비채,과.채주스,,식품제조가공업,"고유의 색과 향을 가지고 이미, 이취, 이물이 없는 과.채주스","용기 ？ PET, 뚜껑 ？ PP, 박스 - 종이",음료로 직접 음용,O,제조일자로부터 24개월,해당없음,아니오,
196903640042235 ,20250911,20260201,19690364004 ,닥터유 프로 단백질 파우더 초코,,한국에스비식품(주),음료베이스,,식품제조가공업,"고유의 색상과 향미를 가지고 이물,이미,이취가 없어야 한다.",PE(내면),"1)식사, 간식용 2)제품을 조리하여 섭취한다.",O,제조일로부터 24개월,해당없음,아니오,
1999049502526 ,20250910,20250913,19990495025 ,복분자원액100%,12개월,마이산약초협동조합,과.채주스,,식품제조가공업,"이미, 이취가 없는 액체식품",pet,식용,N,12개월,해당없음,아니오,
19760263004171 ,20250909,20250911,19760263004 ,피크민 사과에이드,,(주)동원F&B수원공장,유산균음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,직접음용한다,N,제조일로부터 6개월,해당없음,아니오,
198506140553683 ,20250905,20260113,19850614055 ,유기농 레몬즙,,(주)엠에스씨,과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 흐린 노랑의 액상","PET 포장-포장재질(내면):              용기-폴리에틸렌테레프탈레이트(PET), 뚜껑-폴리프로필렌(PP)",직접 음용하거나 물에 희석하여 드십시오.,O,제조일로부터 12개월까지,해당없음,아니오,
20020383603780 ,20250901,20250903,20020383603 ,애플샷,해당사항 없음,(주)팜텍코리아,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지며, 이미 이취가 없어야 한다","PE, PP 등","1일 1회, 1회 1병(20 g)을 섭취하십시오.",O,제조일로부터 18개월,해당없음,아니오,
19930461022369 ,20250801,20250802,19930461022 ,연세 고농축 주스 3개의 토마토,,연세대학교 연세유업,과.채주스,,식품제조가공업,붉은색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 6개월,해당없음,아니오,
19930461022370 ,20250801,20250802,19930461022 ,연세 고농축 주스 30알의 블루베리,,연세대학교 연세유업,과.채주스,,식품제조가공업,보라색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 6개월,해당없음,아니오,
1999049502524 ,20250801,20251018,19990495025 ,사과톡톡새싹인삼,12개월,마이산약초협동조합,과.채주스,,식품제조가공업,,폴리에스터+알루미늄+폴리에틸렌,음료,N,12개월,해당없음,아니오,
19900372087756 ,20250724,20250729,19900372087 ,리얼 유기농 베르가못 샷 100,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미가 있고, 이미·이취가 없는 미황색 액상",폴리에틸렌(PE) 또는 폴리프로필렌(PP),"1일 1회, 1회 1포씩 원액 그대로 섭취하거나 기호에 따라 물에 희석하여 드십시오.",O,제조일로부터 24개월,해당없음,아니오,
19970378043875 ,20250715,20250716,19970378043 ,ABC3종착즙액,,케이지랩(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고 이미, 이취, 이물이 없어야 한다.",PE(폴리에틸렌),가공업소 원료로 사용(ABC착즙액에 사용),O,제조일로부터 12개월까지,해당없음,아니오,
19970378043881 ,20250715,20250717,19970378043 ,CCA3종착즙액,,케이지랩(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고 이미, 이취, 이물이 없어야 한다.",PE(폴리에틸렌),가공업소 원료로 사용(CCA착즙액에 사용),O,제조일로부터 12개월까지,해당없음,아니오,
20000614238616 ,20250715,20250718,20000614238 ,Smooth & Mild 프리미엄 배,,(주)바이오포트코리아,과.채주스,,식품제조가공업,액상으로 고유의 향미을 가지고 이미·이취 및 이물이 없어야 한다.,pp,얼음컵에 부어 음용,O,제조일로부터 12개월,해당없음,아니오,
19960443047136 ,20250714,20250715,19960443047 ,유기농 CCA주스,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌 액상으로서 이미, 이취가 없어야 한다.",폴리에틸렌,기호음료 그대로 직접 음용,O,제조일로부터 18개월,해당없음,아니오,
19900372087766 ,20250711,20250713,19900372087 ,맛있는 석류즙,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미가 있고, 이미·이취가 없는 적색의 액상",폴리프로필렌(PP) 또는 폴리에틸렌(PE),"1일 1~2회, 1회 1포씩 그대로 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
19990555093456 ,20250711,20251001,19990555093 ,톡스올로지 클렌즈 48시간 CCA,,농업회사법인(주)이비채,과.채주스,,식품제조가공업,"고유의 색과 향을 가지고 이미, 이취, 이물이 없는 과.채주스","용기 ？ PET, 뚜껑 ？ PP, 박스 - 종이",음료로 직접 음용,O,제조일자로부터 24개월,해당없음,아니오,
19930461022368 ,20250709,20250711,19930461022 ,연세 배도라지,,연세대학교 연세유업,과.채주스,,식품제조가공업,갈색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,O,제조일로부터 8개월,해당없음,아니오,
198506140553664 ,20250708,20250710,19850614055 ,핑크퐁 유기농 배도라지,,(주)엠에스씨,과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 흐린 노랑의 액상","치어팩 포장 - 내부포장재질(용기, 뚜껑): 폴리에틸렌  / - 외부포장재질: 종이제",음료로 직접 음용,O,제조일로부터 18개월까지,해당없음,아니오,
19780614001485 ,20250626,20250627,19780614001 ,델몬트망고드링크제로,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제품 그대로 음용한다,O,제조일로부터 9개월,아니오,아니오,
19780614001484 ,20250626,20250627,19780614001 ,델몬트사과드링크제로,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제품 그대로 음용한다,O,제조일로부터 9개월,아니오,아니오,
19780368002661 ,20250626,20250627,19780368002 ,델몬트사과드링크제로,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제품 그대로 음용한다.,N,제조일로부터 9개월,해당없음,아니오,
19780368002660 ,20250625,20250627,19780368002 ,델몬트망고드링크제로,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,멸균팩,제품 그대로 음용한다,N,제조일로부터 9개월,아니오,아니오,
20010445002976 ,20250619,20251108,20010445002 ,액상 베르가못 오렌지,,엠에스바이오텍(주),과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 액상","포장필름(내면): 폴리에틸렌(PE), 폴리프로필렌(PP), 알루미늄 밀봉지/ 외포장 : 박스포장",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
19910512116211 ,20250618,20250619,19910512116 ,깨어나 페어 주스,-,(주)가보팜스,과.채주스,,식품제조가공업,"고유의 색과 향, 맛을 가지고 이미, 이취가 없어야 한다.","폴리에틸렌, 폴리프로필렌",음용용. 기호에 따라 적당량 섭취하십시오,O,18개월 까지,아니오,아니오,
1996044102155 ,20250610,20250612,19960441021 ,유기농 생강즙,,옥잠화영농조합법인,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌  액체이며 이미, 이취가 없어야 한다.",유리,적당량의 물 또는 음료를 희석하여  차나 음료로  마시거나 조리용으로 사용한다.,O,제조일로부터 1년까지,아니오,아니오,
19900372087746 ,20250609,20250708,19900372087 ,프라비탈 유기농 레몬착즙액 100%,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미가 있고, 이미·이취가 없는 미황색 액상",폴리에틸렌(PE) 또는 폴리프로필렌(PP),"1일 1회, 1회 1포씩 원액 그대로 섭취하거나 기호에 따라 물에 희석하여 드십시오.",O,제조일로부터 24개월,해당없음,아니오,
19710570001640 ,20250529,20250731,19710570001 ,스템케이,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취,이물이 없을것","캔류(철,알루미늄)",제품그대로 음용한다,N,제조일로부터 24개월,해당없음,아니오,
19880607021462 ,20250527,20250611,19880607021 ,올바른 유기농 레몬즙 100,,(주)케이지앤에프,과.채주스,,식품제조가공업,이미가 없고 특유의 향이 있는 노란색의 액상,PE(폴리에틸렌),"1일 1회, 1회 1포 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
19930242053494 ,20250516,20250520,19930242053 ,델몬트스테비아토마토플러스,,롯데칠성음료(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,합성수지재(PET),제품 그대로 음용한다.,O,제조일로부터 9개월,해당없음,아니오,
200201832821359 ,20250516,20250517,20020183282 ,썬키스트 클렌즈주스 레드글로우,,(주)푸드웰,과.채주스,,식품제조가공업,"특유의 색과 향을 가진 액상으로, 이미, 이취, 이물이 없어야 한다.",캡/용기 내면 폴리에틸렌(PE),직접 식음용,N,제조일부터 12개월,해당없음,아니오,
19780614001483 ,20250508,20250509,19780614001 ,마운틴듀제로슈거,,롯데칠성음료(주),탄산음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,금속캔/합성수지재(PET),제품 그대로 음용한다,O,"캔 : 제조일로부터 12개월, 펫 : 제조일로부터 9개월",아니오,아니오,
19900372087727 ,20250430,20250520,19900372087 ,리얼 아누카 사과 100%,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미가 있고, 이미·이취가 없는 흑갈색의 액상",유리 또는 PP 또는 PE 또는 PET 또는 EVA,"1일 1회, 1회 1스푼(3g)을 원액 그대로 섭취하거나 기호에 따라 물에 희석하여 드십시오.",O,제조일로부터 24개월,해당없음,아니오,
1988062201261 ,20250429,20250508,19880622012 ,Asvery 유기농 애사비 레몬즙,해당없음,참들애바이오푸드 영농조합법인,과.채주스,,식품제조가공업,연한 갈색의 액체,폴리에틸렌,기호에 따라 그데로 음용하거나 물에 희석하여 음용,O,제조일로부터24개월,해당없음,아니오,
19880607021461 ,20250425,20250509,19880607021 ,서울레몬,,(주)케이지앤에프,과.채주스,,식품제조가공업,이미가 없고 특유의 향이 있는 노란색의 액상,폴리에틸렌(PE),"1일 1~3회,1회 1포를 원액 그대로 또는 물에 희석하여 섭취하십시오.",O,제조일로부터 24개월,해당없음,아니오,
20000614238613 ,20250422,20250426,20000614238 ,유기농 노니주스,,(주)바이오포트코리아,과.채주스,,식품제조가공업,고유의 색택이 있고 이미이취가 없는 액상,"용기 ？ 유리 / 캡, 루뎅, 수축필름 - PET",개봉 후 기호에 따라 적당량의 냉/온수에 용해하여 혹은 희석 없이 섭취,O,제조일로부터 24개월,해당없음,아니오,
19930461022361 ,20250421,20250422,19930461022 ,캐옴 ABC,,연세대학교 연세유업,과.채주스,,식품제조가공업,붉은색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,N,제조일로부터 4개월,해당없음,아니오,
19930461022362 ,20250421,20260123,19930461022 ,캐옴 당근,,연세대학교 연세유업,과.채주스,,식품제조가공업,주황색의 균일한 액체,무균종이팩 (내면:폴리에틸렌),직접음용,N,제조일로부터 5개월,해당없음,아니오,
19810227007516 ,20250414,20251210,19810227007 ,얼려먹는 아이스주스 귤&배,,매일유업(주)광주공장,과.채주스,,식품제조가공업,"액상으로 고유의 색/향을 띄며, 이미, 이취가 없어야 한다.",폴리에틸렌(내면),그대로 먹거나 얼려서 음용함,O,제조일로부터 12개월,해당없음,아니오,
20010445002955 ,20250409,20250410,20010445002 ,오늘 리얼 푸룬 유기농 푸룬주스 NFC 100%,,엠에스바이오텍(주),과.채주스,,식품제조가공업,"고유의 향미가 있고 이미, 이취가 없는 액상","포장필름(내면): 폴리에틸렌(PE), 폴리프로필렌(PP), 알루미늄 밀봉지/ 외포장 : 박스포장",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
19900372087716 ,20250403,20250429,19900372087 ,모닝부스트 진저샷,,(주)화인내츄럴,과.채주스,,식품제조가공업,"고유의 향미가 있고, 이미·이취가 없는 진한 노란색의 액상",폴리에틸렌(PE) 또는 폴리프로필렌(PP),"1일 1회, 1회 1포씩 원액 그대로 섭취하거나 기호에 따라 물에 희석하여 드십시오.",O,제조일로부터 24개월,해당없음,아니오,
20010445002952 ,20250402,20250404,20010445002 ,오늘 레몬 유기농 레몬즙,,엠에스바이오텍(주),과.채주스,,식품제조가공업,고유의 향미가 있고 이미·이취가 없는 연한 노랑색의 액상,"포장필름(내면): 폴리에틸렌(PE), 폴리프로필렌(PP), 알루미늄 밀봉지/ 외포장 : 박스포장",1일 1포를 섭취하십시오.,O,제조일로부터 24개월,해당없음,아니오,
198804420041852 ,20250401,20250403,19880442004 ,슈퍼루틴 배주스,,풀무원건강생활(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 가진 액상으로 이미 이취가 없어야 한다.,폴리에틸렌(PE),"1일 1~2회, 1회 1포 섭취",O,제조일로부터 24개월,해당없음,아니오,
19860443015769 ,20250327,20250328,19860443015 ,아넬라 유기농 레몬즙,,(주)네이처텍,과.채주스,,식품제조가공업,이미가 없고 특유의 향이 있는 노란색의 액상,폴리에틸렌(PE) 또는 폴리프로필렌(PP),"과？채주스, 1일 1~3회, 1회 1포, 원액 그대로 섭취하시거나 물에 희석하여 섭취하십시오.",N,제조일로부터 24개월까지,해당없음,아니오,
19810227007281 ,20250326,20251104,19810227007 ,요미요미 유기농 블루베리포도,,매일유업(주)광주공장,과.채주스,,식품제조가공업,액체(고유의 색택과 향미를 가지며 이미·이취가 없어야 함),테트라팩(내면: 폴리에틸렌),직접 음용,O,"제조일로부터 9개월(내수) / 제조일로부터 12개월(수출), 실온",해당없음,아니오,
19810227007283 ,20250326,20251104,19810227007 ,요미요미 유기농 사과포도케일,,매일유업(주)광주공장,과.채주스,,식품제조가공업,액체(고유의 색택과 향미를 가지며 이미·이취가 없어야 함),테트라팩(내면: 폴리에틸렌),직접 음용,O,"제조일로부터 9개월(내수) / 제조일로부터 12개월(수출), 실온",해당없음,아니오,
